,old_name,modern_name,type_of_rule,modern_country,wikipage,infobox,infobox_keys,description,instance_of,inception,dissolved,religion,geoLoc,capital
199,Grafschaft Königsegg-Aulendorf,Königsegg-Aulendorf,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f3e1fd0>,False,[nan],,,,,,"(nan, nan)",
200,Grafschaft Königsegg-Rothenfels,Königsegg-Rothenfels,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f3e15d0>,False,[nan],,,,,,"(nan, nan)",
201,Grafschaft Königstein,Königstein und Eppstein,['Reichsgraf'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959f3e1d10>,False,[nan],,,,,,"(nan, nan)",
202,Grafschaft Lebenau,Lebenau,['Grafschaft'],"['DE-BY', 'AT']",<wptools.page.WPToolsPage object at 0x7f959f3e4c90>,False,[nan],,,,,,"(nan, nan)",
203,Grafschaft Leiningen,Leiningen,['Grafschaft'],"['DE-RP', 'DE-BW', 'DE-HE', 'FR']",<wptools.page.WPToolsPage object at 0x7f959f3e4e90>,False,[nan],,,,,,"(nan, nan)",
204,Grafschaft Limburg,Limburg,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f3e4dd0>,False,[nan],,,,,,"(nan, nan)",
205,Grafschaft Lingen,Lingen,['Grafschaft'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f3e4f90>,False,[nan],,,,,,"(nan, nan)",
206,Grafschaft Lippe,Lippe,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f3e46d0>,True,"['name', 'wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'währung', 'nachfolger']",,,,[[Fürstentum Lippe-Detmold]],ab Anfang 16. Jahrhundert größtenteils [[lutherisch]] ab 1615 [[calvinistisch]],"(nan, nan)",Detmold
207,Grafschaft Lohra,Lohra,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f959f3e4f10>,False,[nan],,,,,,"(nan, nan)",
208,Grafschaft Loon,Loon,['Grafschaft'],['BE'],<wptools.page.WPToolsPage object at 0x7f959f3e4810>,False,[nan],,,,,,"(nan, nan)",
209,Grafschaft Löwenstein,Löwenstein,['Reichsgraf'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f3e4b90>,False,[nan],,,,,,"(nan, nan)",
210,Grafschaft Maden,Maden,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959f3e4750>,False,[nan],,,,,,"(nan, nan)",
211,Grafschaft Manderscheid,Blankenheim und Gerolstein,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f959f36db10>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'sprache/n']",,,,,,"(nan, nan)",[[Manderscheider Burgen|Niedermanderscheid]]
212,Grafschaft Manderscheid,Manderscheid,"['Amt (Kommunalrecht)', 'Amt']",['DE-RP'],<wptools.page.WPToolsPage object at 0x7f959f36dd10>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'sprache/n']",,,,,,"(nan, nan)",[[Manderscheider Burgen|Niedermanderscheid]]
213,Grafschaft Mansfeld,Mansfeld,['Grafschaft'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f959f36de90>,False,[nan],,,,,,"(nan, nan)",
214,Grafschaft Mark,Mark,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f36d350>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,[[Westfalengau]],[[Großherzogtum Berg]] (1807),gemischt (überwiegend evangelisch),"(nan, nan)","[[Hamm|Stadt Hamm]], [[Stadtburg Hamm]], [[Burg Altena]], [[Burg Mark|Burg Mark (bei Hamm)]]"
215,Grafschaft Moers,Moers,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f36da90>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,[[Ruhrgau|Duisburggau]],"[[Département de la Roer|Frankreich, Département de la Roer]] (1798–1813)","[[römisch-katholisch]], ab 1560 [[protestantisch]]","(nan, nan)",[[Moerser Schloss|Moers]]
216,Grafschaft Montfort,Montfort,['Grafschaft'],"['AT', 'CH', 'FL', 'DE-BY', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f959f374ed0>,False,[nan],,,,,,"(nan, nan)",
217,Grafschaft Namur,Namur,['Markgrafschaft'],['BE'],<wptools.page.WPToolsPage object at 0x7f959f36de10>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,[[Lommegau]],1548: [[Siebzehn Provinzen]],[[römisch-katholisch]],"(nan, nan)",[[Namur]]
218,Grafschaft Nassau-Saarbrücken,Saarbrücken,['Grafschaft'],['DE-SL'],<wptools.page.WPToolsPage object at 0x7f959f36dd90>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'fläche', 'einwohner', 'nachfolger']",,,[[Hochstift Metz]],1801: [[Frankreich]],seit 1575 [[lutherisch]],"(nan, nan)",[[Saarbrücken]]
219,Grafschaft Neubruchhausen,Neubruchhausen,['Grafschaft'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f36da50>,True,"['ortsteil', 'gemeindeart', 'gemeindename', 'ortswappen', 'breitengrad', 'längengrad', 'bundesland', 'höhe-bezug', 'einwohner', 'einwohner-stand-datum', 'eingemeindungsdatum', 'postleitzahl1', 'vorwahl1', 'lagekarte', 'bild', 'bild-beschreibung']",,,,,,"('8.84513', '52.83917')",
220,Grafschaft Neuburg,Neuburg am Inn,['Reichsgrafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f37ae50>,False,[nan],,,,,,"(nan, nan)",
221,Grafschaft Neuenahr,Neuenahr,['Grafschaft'],['DE'],<wptools.page.WPToolsPage object at 0x7f959f36dc50>,False,[nan],,,,,,"(nan, nan)",
222,Grafschaft Neuenburg,Neuenburg,['Grafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f37aed0>,True,"['name', 'name2', 'abkürzung', 'wappen', 'wappen_name', 'sprache', 'hauptort', 'grösster ort', 'beitrittsjahr', 'fläche', 'fläche_rang', 'einwohner_rang', 'dichte_rang', 'lage', 'karte', 'gemeinden', 'website']",,,,,,"(nan, nan)",
223,Grafschaft Northeim,Northeim,['Grafschaft'],['DE'],<wptools.page.WPToolsPage object at 0x7f959f37ab50>,False,[nan],,,,,,"(nan, nan)",
224,Grafschaft Oettingen,Oettingen,['Grafschaft'],"['DE-BY', 'DE-BW']",<wptools.page.WPToolsPage object at 0x7f959f37ae10>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,,"[[Königreich Bayern]], [[Königreich Württemberg]]","[[Römisch-katholische Kirche|römisch-katholisch]], kurzzeitig [[protestantisch]]","(nan, nan)",[[Oettingen in Bayern]]
225,Grafschaft Oldenburg,Oldenburg,['Grafschaft'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f37dfd0>,True,"['name', 'wappen', 'karte', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'konfession/religion', 'sprache/n', 'einwohner', 'nachfolger']",,,,[[Herzogtum Oldenburg]],ab Anfang 16. Jahrhundert größtenteils [[lutherisch]],"(nan, nan)",
226,Grafschaft Orlamünde,Orlamünde,['Grafschaft'],['DE'],<wptools.page.WPToolsPage object at 0x7f959f37dd50>,False,[nan],,,,,,"(nan, nan)",
227,Grafschaft Ortenburg,Ortenburg,['Grafschaft'],['AT'],<wptools.page.WPToolsPage object at 0x7f959f37d250>,False,[nan],,,,,,"(nan, nan)",
228,Grafschaft Ostfriesland,Ostfriesland,['Reichsgrafschaft'],"['DE-NI', 'NL-GR']",<wptools.page.WPToolsPage object at 0x7f959f37d0d0>,True,"['name', 'wappen', 'karte', 'bildtext', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,,1806: [[Königreich Holland|Kgr Holland]]<br />1810: [[Ems-Oriental|Frankreich]]<br />1813: [[Preußen]]<br />1815: [[Königreich Hannover|Hannover]],"[[Calvinismus|calvinistisch]] im westlichen, [[Evangelisch-lutherische Kirchen|lutherisch]] im östlichen Landesteil","(nan, nan)","[[Burg Emden|Emden]], [[Leer (Ostfriesland)|Stadt Leer]], [[Auricher Schlossbezirk|Aurich]]"
229,Grafschaft Provence,Provence,['Grafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f959f37df90>,False,[nan],,,,,,"(nan, nan)",
230,Grafschaft Pyrmont,Pyrmont,['Reichsgraf'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f37dc90>,True,"['wappen', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'periode', 'reichskreis', 'dynastien', 'konfession/religion', 'sprache/n', 'einwohner', 'nachfolger']",,,,,evangelisch,"(nan, nan)",
231,Grafschaft Rantzau,Rantzau,['Grafschaft'],['DE-SH'],<wptools.page.WPToolsPage object at 0x7f959f387f50>,False,[nan],,,,,,"(nan, nan)",
232,Grafschaft Ratzeburg,Ratzeburg,['Grafschaft'],"['DE-MV', 'DE-SH']",<wptools.page.WPToolsPage object at 0x7f959f387ad0>,False,[nan],,,,,,"(nan, nan)",
233,Grafschaft Ravensberg,Ravensberg,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f3870d0>,True,"['wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Königreich Westphalen]],"[[römisch-katholisch]], ab 16. Jh. [[protestantisch]]","(nan, nan)",[[Bielefeld]]
234,Grafschaft Reckheim,Reckheim,['Reichsgraf'],['BE'],<wptools.page.WPToolsPage object at 0x7f959f387f90>,False,[nan],,,,,,"(nan, nan)",
235,Grafschaft Rieneck,Rieneck,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f387dd0>,True,"['name', 'wappen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,"seit 1559 [[Kurmainz]]er Lehen, 1815 an Bayern",katholisch,"(nan, nan)","[[Burg Rieneck]], dann das [[Lohrer Schloss]]"
236,Grafschaft Rietberg,Rietberg,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f387e90>,True,"['wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,,[[Königreich Westphalen]],"[[römisch-katholisch]], ab 1535 zeitweise [[protestantisch]]","(nan, nan)",[[Schloss Rietberg (Rietberg)|Schloss Rietberg]]
237,Grafschaft Saarbrücken,Nassau-Saarbrücken,['Grafschaft'],['DE-SL'],<wptools.page.WPToolsPage object at 0x7f959f38bf10>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'fläche', 'einwohner', 'nachfolger']",,,[[Hochstift Metz]],1801: [[Frankreich]],seit 1575 [[lutherisch]],"(nan, nan)",[[Saarbrücken]]
238,Grafschaft Saarwerden,Saarwerden,['Grafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f959f38bf50>,False,[nan],,,,,,"(nan, nan)",
239,Grafschaft Sayn,Sayn,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f959f38b790>,True,"['name', 'wappen', 'karte', 'bildtext', 'alternativnamen', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'nachfolger']",,,,1652: [[Grafschaft Sayn-Altenkirchen|S.-Altenkirchen]]<br />1645: [[Grafschaft Sayn-Hachenburg|S.-Hachenburg]],,"(nan, nan)","[[Burg Sayn|Sayn]], [[Hachenburg]], [[Altenkirchen (Westerwald)|Altenkirchen]]"
240,Grafschaft Schaumburg,Schaumburg,['Grafschaft'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f38b7d0>,True,"['name', 'wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'nachfolger']",,,,1640 Teilung in [[Grafschaft Schaumburg-Lippe]] und [[Landgrafschaft Hessen-Kassel|Grafschaft Schaumburg in Personalunion Landgrafschaft Hessen-Kassel]],,"(nan, nan)",[[Bückeburg]] und [[Stadthagen]]
241,Grafschaft Schaumburg-Lippe,Schaumburg-Lippe,['Grafschaft'],"['DE-NI', 'DE-NW']",<wptools.page.WPToolsPage object at 0x7f959f393fd0>,True,"['karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'konfession/religion', 'sprache/n', 'fläche', 'einwohner', 'nachfolger']",,,Teile von [[Grafschaft Schaumburg]] und [[Grafschaft Lippe]],1807 aufgegangen in das [[Fürstentum Schaumburg-Lippe]],[[lutherisch]],"(nan, nan)",[[Bückeburg]]
242,Grafschaft Schaunberg,Schaunberg,['Grafschaft'],['AT'],<wptools.page.WPToolsPage object at 0x7f959f393ed0>,False,[nan],,,,,,"(nan, nan)",
243,Grafschaft Schwalenberg,Schwalenberg,['Grafschaft'],"['DE-NW', 'DE-HE']",<wptools.page.WPToolsPage object at 0x7f959f393050>,False,[nan],,,,,,"(nan, nan)",
244,Grafschaft Schwarzburg,Schwarzburg,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f959f393690>,False,[nan],,,,,,"(nan, nan)",
245,Grafschaft Schwerin,Schwerin,['Grafschaft'],['DE-MV'],<wptools.page.WPToolsPage object at 0x7f959f393c10>,True,"['name', 'wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'sprache/n', 'nachfolger']",,,,[[Herzog]]tum [[Mecklenburg]],,"(nan, nan)",
246,Grafschaft Sigmaringen,Sigmaringen,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f395d90>,False,[nan],,,,,,"(nan, nan)",
247,Grafschaft Solms-Rödelheim,Solms-Rödelheim,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959f395fd0>,True,"['name', 'wappen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'einwohner']",,,Solms-Laubach,,lutherisch,"(nan, nan)",Rödelheim/Assenheim
248,Grafschaft Sponheim,Sponheim,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f959f393f10>,True,"['wappen', 'karte', 'bildtext', 'alternativnamen', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,[[Trechirgau]],"1798: [[Erste Französische Republik|Frankreich]] <br />1815: [[Preußen]] , [[Großherzogtum Oldenburg|Oldenburg]] ([[Fürstentum Birkenfeld]]), [[Königreich Bayern|Bayern]]","[[römisch-katholisch]], seit 16. Jahrhundert [[evangelisch]] (Vordere Grafschaft [[Reformierte Kirche|reformiert]], Hintere Grafschaft [[lutherisch]])","(nan, nan)","[[Sponheim]] <br />''Vordere Gft.:'' [[Kauzenburg|Kreuznach]] <br />''Hintere Gft.:'' [[Starkenburg (Burgruine)|Starkenburg]], [[Grevenburg]], [[Kastellaun]] (Amtssitz)"
249,Grafschaft Steinfurt,Steinfurt,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959f3958d0>,True,"['name', 'wappen', 'karte', 'bildtext', 'hauptstädte/residenzen', 'regierungsform', 'dynastien', 'staatsoberhaupt', 'reichskreis', 'konfession/religion', 'sprache/n', 'periode', 'nachfolger']",,,,,[[Evangelisch-reformiert|ev.-reformiert]],"(nan, nan)",[[Steinfurt]]
250,Grafschaft Stolberg,Stolberg,['Grafschaft'],"['DE-ST', 'DE-TH']",<wptools.page.WPToolsPage object at 0x7f959f395f10>,False,[nan],,,,,,"(nan, nan)",
251,Grafschaft Tecklenburg,Tecklenburg,['Grafschaft'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959f395d10>,True,"['name', 'wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'sprache/n', 'fläche']",,,,,,"(nan, nan)",[[Tecklenburg]]
252,Grafschaft Thurgau,Thurgau,['Landgrafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f39cf50>,False,[nan],,,,,,"(nan, nan)",
253,Grafschaft Tirol,Tirol,['Grafschaft'],"['AT', 'IT']",<wptools.page.WPToolsPage object at 0x7f959f395190>,False,[nan],,,,,,"(nan, nan)",
254,Grafschaft Urach,Urach,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959f39cf90>,False,[nan],,,,,,"(nan, nan)",
255,Grafschaft Uznach,Uznach,['Grafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f39ccd0>,False,[nan],,,,,,"(nan, nan)",
256,Grafschaft Vaduz,Vaduz,['Grafschaft'],['FL'],<wptools.page.WPToolsPage object at 0x7f959f39c950>,False,[nan],,,,,,"(nan, nan)",
257,Grafschaft Vaudémont,Vaudémont,['Grafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f959f39cc50>,True,"['wappen', 'name', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'fläche', 'nachfolger', 'karte']",,,Pagus suetensis / Saintois,"[[Herzogtum Lothringen]], 1508",[[römisch-katholisch]],"(nan, nan)",[[Vaudémont]]
258,Grafschaft Veldenz,Veldenz,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f959f39c610>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'währung', 'nachfolger']",,,[[Wildgrafen]],"1798: [[Département de la Sarre|Frankreich]] <br />1815: [[Pfalz (Bayern)|Rheinkreis]], [[Fürstentum Lichtenberg|Sachsen-Coburg]]","[[Römisch-katholische Kirche|katholisch]], seit 16. Jahrhundert [[protestantisch]]","(nan, nan)","[[Veldenz]], [[Meisenheim]], [[Lützelstein]], [[Lauterecken]]"
259,Grafschaft Vianden,Vianden,['Grafschaft'],"['LU', 'DE-RP']",<wptools.page.WPToolsPage object at 0x7f959f3a7f10>,False,[nan],,,,,,"(nan, nan)",
260,Grafschaft Virneburg,Virneburg,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f959f39c4d0>,True,"['wappen', 'karte', 'bildtext', 'regierungsform', 'staatsoberhaupt', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n']",,,,,[[Römisch-katholische Kirche|römisch-katholisch]],"(nan, nan)",[[Virneburg (Burg)|Burg Virneburg]]
261,Grafschaft Weilnau,Weilnau,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959f3a7110>,False,[nan],,,,,,"(nan, nan)",
262,Grafschaft Weimar,Weimar,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f959f3a7d90>,False,[nan],,,,,,"(nan, nan)",
263,Grafschaft Weimar-Orlamünde,Weimar-Orlamünde,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f959f3a7450>,False,[nan],,,,,,"(nan, nan)",
264,Grafschaft Werdenberg,Werdenberg,['Grafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f959f39c1d0>,False,[nan],,,,,,"(nan, nan)",
265,Grafschaft Werdenfels,Werdenfels,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f959f3a7ed0>,True,"['titel', 'bildname', 'bildbreite', 'bildtext', 'stil', 'style', 'titelfarbe', 'abschnittsfarbe', 'feldname2', 'daten2', 'feldname3', 'daten3', 'feldname4', 'daten4', 'feldname5', 'daten5', 'feldname6', 'daten6', 'daten7']",,,,,,"(nan, nan)",
266,Grafschaft Wernigerode,Wernigerode,['Grafschaft'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f959cb8ced0>,False,[nan],,,,,,"(nan, nan)",
267,Grafschaft Wertheim,Wertheim,['Grafschaft'],"['DE-BW', 'DE-HE']",<wptools.page.WPToolsPage object at 0x7f959cb8c890>,False,[nan],,,,,,"(nan, nan)",
268,Grafschaft Wied,Wied,['Grafschaft'],"['DE-RP', 'DE-HE']",<wptools.page.WPToolsPage object at 0x7f959cb8cf90>,True,"['wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'reichstag', 'reichsmatrikel', 'reichskreis', 'hauptstädte/residenzen', 'dynastien', 'konfession/religion', 'sprache/n', 'nachfolger']",,,[[Engersgau]],"[[Herzogtum Nassau|Nassau (Herzogtum)]] 1806,<br />1815 an [[Preußen]] <small>(ab deren Gründung am 30.&nbsp;April 1815 als Teil dessen [[Provinz Großherzogtum Niederrhein|Provinz’ Großherzogtum Niederrhein]], welche 1822/1830 in der [[Rheinprovinz]] aufgeht)</small>; (bis 1848 [[Standesherrlicher Kreis Neuwied|Standesherrlicher Kreis]] innerhalb der Provinz)",[[römisch-katholisch]] <br />seit 1556 [[Reformierte Kirche|reformiert]],"(nan, nan)","[[Burg Altwied|Altwied]], [[Schloss Neuwied|Neuwied]], [[Burg Runkel|Runkel]], [[Dierdorf]]"
269,Grafschaft Wittgenstein,Wittgenstein,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959cb8c7d0>,False,[nan],,,,,,"(nan, nan)",
270,Grafschaft Zeeland,Zeeland,['Grafschaft'],['NL'],<wptools.page.WPToolsPage object at 0x7f959cb8c090>,True,"['name', 'name2', 'wappen', 'beschreibung_wappen', 'flagge', 'beschreibung_flagge', 'hauptstadt', 'groesste_stadt', 'iso', 'web', 'hymne', 'kommissar', 'reg_parteien', 'nr_nl', 'religion', 'religion_dat', 'r_einwohner', 'r_dichte', 'r_flaeche', 'flaeche', 'land', 'wasser', 'bezug', 'breitengrad', 'längengrad', 'geo_provinz', 'bildbeschreibung', 'gemeinden']",,,,,16 % - [[Römisch-katholische Kirche in den Niederlanden|römisch-katholisch]]<br />14 % - [[Niederländisch-reformierte Kirche|niederländisch-reformiert]]<br /> {{0}} 8 % - [[Gereformeerde Kerken in Nederland|reformiert]]<br /> {{0}} 7 % - [[Protestantische Kirche in den Niederlanden|protestantisch]]<br /> {{0}} 2 % - [[Islam in den Niederlanden|Islam]]<br /> {{0}} 8 % - übrige<br />45 % - keine,"('3/49/0/E', '51/29/0/N')",
271,Grafschaft Ziegenhain,Ziegenhain,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959cb90390>,False,[nan],,,,,,"(nan, nan)",
272,Grafschaft Zollern,Zollern,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959cb8ca10>,False,[nan],,,,,,"(nan, nan)",
273,Grafschaft Zutphen,Zutphen,['Herrschaft'],['NL'],<wptools.page.WPToolsPage object at 0x7f959cb90cd0>,False,[nan],,,,,,"(nan, nan)",
274,Grafschaft Zweibrücken,Zweibrücken,['Grafschaft'],"['DE-SL', 'DE-RP', 'FR']",<wptools.page.WPToolsPage object at 0x7f959cb8cb90>,True,"['name', 'wappen', 'karte', 'bildtext', 'vorläufer', 'regierungsform', 'staatsoberhaupt', 'region-iso', 'hauptstädte/residenzen', 'dynastien', 'nachfolger']",,,1182/90: [[Grafschaft Saarbrücken]],1295: [[Zweibrücken-Bitsch|Zw.-Bitsch]] <br>1394: [[Kurpfalz]],,"(nan, nan)",[[Zweibrücken]]
275,Haguenau,Hagenau,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f959cb90450>,True,"['nomcommune', 'armoiries', 'région', 'département', 'arrondissement', 'canton', 'insee', 'cp', 'intercomm', 'longitude', 'latitude', 'alt mini', 'alt maxi', 'km²', 'siteweb', 'image', 'image-desc']",,,,,,"('07/47/16/O', '48/49/00/N')",
276,Harlingerland,Harlingerland,"['Gliedstaat', 'Land']",['DE-NI'],<wptools.page.WPToolsPage object at 0x7f959cb95650>,False,[nan],,,,,,"(nan, nan)",
277,Hatzfeld (Adelsgeschlecht),Hatzfeld,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959cb95590>,False,[nan],,,,,,"(nan, nan)",
278,Haus Nassau-Hadamar,Nassau-Hadamar,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f959cb952d0>,False,[nan],,,,,,"(nan, nan)",
279,Haus Nassau-Siegen,Nassau-Siegen,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f959cb95410>,False,[nan],,,,,,"(nan, nan)",
280,Haus Reuß,Reuß,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f959cb9bc50>,False,[nan],,,,,,"(nan, nan)",
281,Haus Waldburg,Waldburg,"['Truchsess (Hofamt)', 'Truchsess']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959cb9b390>,False,[nan],,,,,,"(nan, nan)",
282,Heilbronn,Heilbronn,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f959cb9bdd0>,True,"['art', 'wappen', 'breitengrad', 'längengrad', 'lageplan', 'bundesland', 'regierungsbezirk', 'höhe', 'plz', 'vorwahl', 'gemeindeschlüssel', 'nuts', 'locode', 'gliederung', 'adresse', 'website', 'bürgermeister', 'bürgermeistertitel', 'partei']",,,,,,"('09/13/20/E', '49/8/30/N')",
